Title,Released,Prod_Budget,Rated,Runtime,Genre,Director,Actors,Pirate_Count,Torrentz_Count,Zoogle_Ver_Count,Total_Torrents
Phantom,2013-03-01,18000000.0,R,98,"Action, Drama, History",Todd Robinson,"Ed Harris, David Duchovny, William Fichtner, Lance Henriksen",67.0,284.0,20.0,371.0
Observe and Report,2009-04-10,18000000.0,R,86,"Comedy, Crime, Drama",Jody Hill,"Seth Rogen, Ray Liotta, Michael Peña, Anna Faris",35.0,137.0,17.0,189.0
I Am Wrath,2016-04-15,18000000.0,R,92,"Action, Crime, Drama",Chuck Russell,"John Travolta, Christopher Meloni, Amanda Schull, Sam Trammell",16.0,80.0,79.0,175.0
Predator,1987-06-12,18000000.0,R,107,"Action, Adventure, Sci-Fi",John McTiernan,"Arnold Schwarzenegger, Carl Weathers, Elpidia Carrillo, Bill Duke",76.0,228.0,68.0,372.0
Fame,2009-09-25,18000000.0,PG,107,"Comedy, Drama, Musical",Kevin Tancharoen,"Kay Panabaker, Walter Perez, Naturi Naughton, Asher Monroe",23.0,382.0,23.0,428.0
Love the Coopers,2015-11-13,18000000.0,PG-13,107,Comedy,Jessie Nelson,"Steve Martin, Diane Keaton, John Goodman, Ed Helms",11.0,55.0,25.0,91.0
Blow Out,1981-07-24,18000000.0,R,107,"Mystery, Thriller",Brian De Palma,"John Travolta, Nancy Allen, John Lithgow, Dennis Franz",16.0,42.0,20.0,78.0
Jobs,2013-08-16,18000000.0,PG-13,128,"Biography, Drama",Joshua Michael Stern,"Ashton Kutcher, Dermot Mulroney, Josh Gad, Lukas Haas",54.0,279.0,15.0,348.0
Soul Surfer,2011-04-08,18000000.0,PG,106,"Biography, Drama, Family",Sean McNamara,"AnnaSophia Robb, Helen Hunt, Dennis Quaid, Carrie Underwood",54.0,161.0,17.0,232.0
Neighbors,2014-05-09,18000000.0,R,97,Comedy,Nicholas Stoller,"Seth Rogen, Rose Byrne, Elise Vargas, Zoey Vargas",126.0,285.0,21.0,432.0
Bad Santa,2003-11-26,18000000.0,R,91,"Comedy, Crime, Drama",Terry Zwigoff,"Billy Bob Thornton, Tony Cox, Brett Kelly, Lauren Graham",36.0,107.0,31.0,174.0
Love Happens,2009-09-18,18000000.0,PG-13,109,"Drama, Romance",Brandon Camp,"Aaron Eckhart, Jennifer Aniston, Dan Fogler, John Carroll Lynch",34.0,117.0,16.0,167.0
"I Love You, Beth Cooper",2009-07-10,18000000.0,PG-13,102,"Comedy, Romance",Chris Columbus,"Hayden Panettiere, Paul Rust, Jack Carpenter, Lauren London",26.0,108.0,13.0,147.0
United 93,2006-04-28,18000000.0,R,111,"Drama, History, Thriller",Paul Greengrass,"J.J. Johnson, Gary Commock, Polly Adams, Opal Alladin",29.0,59.0,13.0,101.0
Spy Hard,1996-05-24,18000000.0,PG-13,81,"Comedy, Action",Rick Friedberg,"Leslie Nielsen, Nicollette Sheridan, Charles Durning, Marcia Gay Harden",7.0,21.0,12.0,40.0
Conan the Destroyer,1984-06-29,18000000.0,PG,103,"Action, Adventure, Fantasy",Richard Fleischer,"Arnold Schwarzenegger, Grace Jones, Wilt Chamberlain, Mako",26.0,77.0,23.0,126.0
Day of the Dead,2008-04-08,18000000.0,R,86,"Action, Horror",Steve Miner,"Mena Suvari, Nick Cannon, Michael Welch, AnnaLynne McCord",16.0,131.0,22.0,169.0
Under the Tuscan Sun,2003-09-26,18000000.0,PG-13,113,"Comedy, Drama, Romance",Audrey Wells,"Diane Lane, Sandra Oh, Lindsay Duncan, Raoul Bova",12.0,32.0,20.0,64.0
Borat,2006-11-03,18000000.0,R,84,Comedy,Larry Charles,"Sacha Baron Cohen, Ken Davitian, Luenell, Chester",45.0,214.0,14.0,273.0
Catch-22,1970-06-24,18000000.0,R,122,"Comedy, Drama, War",Mike Nichols,"Alan Arkin, Martin Balsam, Richard Benjamin, Art Garfunkel",14.0,21.0,11.0,46.0
Superbad,2007-08-17,17500000.0,R,113,Comedy,Greg Mottola,"Jonah Hill, Michael Cera, Christopher Mintz-Plasse, Bill Hader",58.0,192.0,14.0,264.0
Beerfest,2006-08-25,17500000.0,R,110,Comedy,Jay Chandrasekhar,"M.C. Gainey, Paul Soter, Erik Stolhanske, Cloris Leachman",16.0,67.0,10.0,93.0
Aliens,1986-07-18,17000000.0,R,137,"Action, Adventure, Sci-Fi",James Cameron,"Sigourney Weaver, Carrie Henn, Michael Biehn, Paul Reiser",67.0,163.0,28.0,258.0
The Others,2001-08-10,17000000.0,PG-13,104,"Fantasy, Horror, Thriller",Alejandro Amenábar,"Nicole Kidman, Fionnula Flanagan, Christopher Eccleston, Alakina Mann",31.0,84.0,33.0,148.0
40 Days and 40 Nights,2002-03-01,17000000.0,R,96,"Comedy, Romance",Michael Lehmann,"Josh Hartnett, Shannyn Sossamon, Paulo Costanzo, Adam Trese",17.0,35.0,19.0,71.0
Saw 3D,2010-10-29,17000000.0,R,90,"Horror, Mystery",Kevin Greutert,"Tobin Bell, Costas Mandylor, Betsy Russell, Cary Elwes",118.0,61.0,14.0,193.0
The Apparition,2012-08-24,17000000.0,PG-13,82,"Horror, Thriller",Todd Lincoln,"Ashley Greene, Sebastian Stan, Tom Felton, Julianna Guill",43.0,150.0,19.0,212.0
Beastly,2011-03-04,17000000.0,PG-13,86,"Drama, Fantasy, Romance",Daniel Barnz,"Alex Pettyfer, Justin Bradley, Mary-Kate Olsen, Dakota Johnson",55.0,151.0,17.0,223.0
Running Scared,2006-02-24,17000000.0,R,122,"Action, Crime, Drama",Wayne Kramer,"Paul Walker, Cameron Bright, Vera Farmiga, Chazz Palminteri",39.0,115.0,30.0,184.0
Evil Dead,2013-04-05,17000000.0,R,91,"Fantasy, Horror",Fede Alvarez,"Jane Levy, Shiloh Fernandez, Lou Taylor Pucci, Jessica Lucas",98.0,282.0,41.0,421.0
"McFarland, USA",2015-02-20,17000000.0,PG,129,"Biography, Drama, Sport",Niki Caro,"Kevin Costner, Ramiro Rodriguez, Carlos Pratts, Johnny Ortiz",23.0,63.0,42.0,128.0
Friday the 13th,2009-02-13,17000000.0,R,97,Horror,Marcus Nispel,"Jared Padalecki, Danielle Panabaker, Amanda Righetti, Travis Van Winkle",71.0,373.0,31.0,475.0
Good Boy!,2003-10-10,17000000.0,PG,87,"Comedy, Drama, Family",John Hoffman,"Molly Shannon, Liam Aiken, Kevin Nealon, Brittany Moldowan",4.0,11.0,16.0,31.0
I Know What You Did Last Summer,1997-10-17,17000000.0,R,101,"Horror, Mystery, Thriller",Jim Gillespie,"Jennifer Love Hewitt, Sarah Michelle Gellar, Ryan Phillippe, Freddie Prinze Jr.",26.0,57.0,14.0,97.0
My Life in Ruins,2009-06-05,17000000.0,PG-13,95,"Comedy, Romance",Donald Petrie,"Nia Vardalos, Richard Dreyfuss, Alexis Georgoulis, Alistair McGowan",18.0,107.0,15.0,140.0
The Young Messiah,2016-03-11,16800000.0,PG-13,111,Drama,Cyrus Nowrasteh,"Adam Greaves-Neal, Sara Lazzaro, Vincent Walsh, Finn Ireland",8.0,56.0,54.0,118.0
My Girl,1991-11-27,16500000.0,PG-13,102,"Comedy, Drama, Family",Howard Zieff,"Dan Aykroyd, Jamie Lee Curtis, Macaulay Culkin, Anna Chlumsky",6.0,34.0,13.0,53.0
Wall Street,1987-12-11,16500000.0,R,126,"Crime, Drama",Oliver Stone,"Charlie Sheen, Tamara Tunie, Franklin Cover, Chuck Pfeiffer",34.0,90.0,36.0,160.0
Remember Me,2010-03-12,16000000.0,PG-13,113,"Drama, Romance",Allen Coulter,"Caitlyn Rund, Moisés Acevedo, Noel Rodriguez, Kevin P. McCarthy",60.0,135.0,36.0,231.0
White Oleander,2002-10-11,16000000.0,PG-13,109,Drama,Peter Kosminsky,"Amy Aquino, John Billingsley, Elisa Bocanegra, Darlene Bohorquez",4.0,13.0,11.0,28.0
Road Trip,2000-05-19,16000000.0,R,93,Comedy,Todd Phillips,"Breckin Meyer, Seann William Scott, Amy Smart, Paulo Costanzo",25.0,80.0,27.0,132.0
The Thirteenth Floor,1999-05-28,16000000.0,R,100,"Mystery, Sci-Fi, Thriller",Josef Rusnak,"Craig Bierko, Armin Mueller-Stahl, Gretchen Mol, Vincent D'Onofrio",19.0,79.0,32.0,130.0
Joe Dirt,2001-04-11,16000000.0,PG-13,91,"Adventure, Comedy, Drama",Dennie Gordon,"David Spade, Brittany Daniel, Dennis Miller, Adam Beach",16.0,40.0,12.0,68.0
Hot Fuzz,2007-04-20,16000000.0,R,121,"Action, Comedy",Edgar Wright,"Simon Pegg, Martin Freeman, Bill Nighy, Robert Popper",59.0,198.0,34.0,291.0
People Like Us,2012-06-29,16000000.0,PG-13,114,Drama,Alex Kurtzman,"Chris Pine, Elizabeth Banks, Michael Hall D'Addario, Michelle Pfeiffer",39.0,116.0,23.0,178.0
Left Behind,2014-10-03,16000000.0,PG-13,110,"Action, Drama, Fantasy",Vic Armstrong,"Nicolas Cage, Chad Michael Murray, Nicky Whelan, Lea Thompson",33.0,150.0,22.0,205.0
The Messengers,2007-02-02,16000000.0,PG-13,90,"Drama, Horror, Thriller","Danny Pang, Oxide Chun Pang","Kristen Stewart, Dylan McDermott, Penelope Ann Miller, John Corbett",30.0,80.0,21.0,131.0
Hollywood Ending,2002-05-03,16000000.0,PG-13,112,"Comedy, Romance",Woody Allen,"Téa Leoni, Bob Dorian, Ivan Martin, Gregg Edelman",2.0,11.0,12.0,25.0
Double Impact,1991-08-09,16000000.0,R,110,"Action, Crime",Sheldon Lettich,"Jean-Claude Van Damme, Geoffrey Lewis, Alonna Shaw, Corinna Everson",16.0,52.0,26.0,94.0
Jennifer's Body,2009-09-18,16000000.0,R,102,"Comedy, Fantasy, Horror",Karyn Kusama,"Megan Fox, Amanda Seyfried, Johnny Simmons, Adam Brody",62.0,82.0,25.0,169.0
Duets,2000-09-15,16000000.0,R,112,"Comedy, Drama, Music",Bruce Paltrow,"Lochlyn Munro, Carol Alexander, Michael Rogers, Huey Lewis",4.0,11.0,11.0,26.0
Boys and Girls,2000-06-16,16000000.0,PG-13,94,"Comedy, Drama, Romance",Robert Iscove,"Brendon Ryan Barrett, Gay Thomas Wilson, Raquel Beaudene, Claire Forlani",4.0,9.0,10.0,23.0
Things We Lost in the Fire,2007-10-19,16000000.0,R,118,Drama,Susanne Bier,"Halle Berry, Benicio Del Toro, David Duchovny, Alexis Llewellyn",13.0,51.0,21.0,85.0
Radio Days,1987-01-30,16000000.0,PG,88,Comedy,Woody Allen,"Mike Starr, Paul Herman, Don Pardo, Martin Rosenblatt",12.0,20.0,15.0,47.0
The Roommate,2011-02-04,16000000.0,PG-13,91,"Drama, Horror, Thriller",Christian E. Christiansen,"Leighton Meester, Minka Kelly, Cam Gigandet, Aly Michalka",66.0,154.0,22.0,242.0
The Unborn,2009-01-09,16000000.0,PG-13,88,"Drama, Horror, Mystery",David S. Goyer,"Odette Annable, Gary Oldman, Cam Gigandet, Meagan Good",50.0,269.0,18.0,337.0
Soul Plane,2004-05-28,16000000.0,R,86,Comedy,Jessy Terrero,"Tom Arnold, Kevin Hart, Method Man, Snoop Dogg",14.0,40.0,19.0,73.0
My Stepmother Is an Alien,1988-12-09,16000000.0,PG-13,105,"Comedy, Romance, Sci-Fi",Richard Benjamin,"Dan Aykroyd, Kim Basinger, Jon Lovitz, Alyson Hannigan",7.0,22.0,11.0,40.0
Vicky Cristina Barcelona,2008-08-15,16000000.0,PG-13,96,"Drama, Romance",Woody Allen,"Rebecca Hall, Scarlett Johansson, Christopher Evan Welch, Chris Messina",35.0,116.0,14.0,165.0
Slither,2006-03-31,15250000.0,R,95,"Comedy, Horror, Sci-Fi",James Gunn,"Don Thompson, Nathan Fillion, Gregg Henry, Xantha Radley",18.0,85.0,17.0,120.0
Whip It,2009-10-02,15000000.0,PG-13,111,"Drama, Sport",Drew Barrymore,"Sarah Habel, Shannon Eagen, Edward Austin Kelly, Mary Callaghan Lynch",24.0,73.0,15.0,112.0
Where the Heart Is,2000-04-28,15000000.0,PG-13,120,"Comedy, Drama, Romance",Matt Williams,"Natalie Portman, Ashley Judd, Stockard Channing, Joan Cusack",4.0,14.0,14.0,32.0
Because of Winn-Dixie,2005-02-18,15000000.0,PG,106,"Comedy, Drama, Family",Wayne Wang,"AnnaSophia Robb, Jeff Daniels, Cicely Tyson, Dave Matthews",4.0,15.0,10.0,29.0
The Last House on the Left,2009-03-13,15000000.0,R,110,"Drama, Horror, Thriller",Dennis Iliadis,"Garret Dillahunt, Michael Bowen, Josh Coxx, Riki Lindhome",49.0,283.0,32.0,364.0
Diary of a Wimpy Kid,2010-03-19,15000000.0,PG,94,"Comedy, Family",Thor Freudenthal,"Zachary Gordon, Robert Capron, Rachael Harris, Steve Zahn",44.0,88.0,17.0,149.0
Krampus,2015-12-04,15000000.0,PG-13,98,"Comedy, Fantasy, Horror",Michael Dougherty,"Emjay Anthony, Adam Scott, Toni Collette, Stefania LaVie Owen",22.0,159.0,124.0,305.0
One Day,2011-08-19,15000000.0,PG-13,107,"Drama, Romance",Lone Scherfig,"Anne Hathaway, Jim Sturgess, Tom Mison, Jodie Whittaker",52.0,163.0,58.0,273.0
The Rocker,2008-08-20,15000000.0,PG-13,102,"Comedy, Music",Peter Cattaneo,"Rainn Wilson, Christina Applegate, Teddy Geiger, Josh Gad",32.0,111.0,19.0,162.0
A Mighty Heart,2007-06-22,15000000.0,R,108,"Biography, Drama, History",Michael Winterbottom,"Dan Futterman, Angelina Jolie, Archie Panjabi, Mohammed Afzal",16.0,65.0,11.0,92.0
Malibu's Most Wanted,2003-04-18,15000000.0,PG-13,86,"Comedy, Crime",John Whitesell,"Jamie Kennedy, Taye Diggs, Anthony Anderson, Regina Hall",10.0,9.0,10.0,29.0
Lethal Weapon,1987-03-06,15000000.0,R,110,"Action, Crime, Thriller",Richard Donner,"Mel Gibson, Danny Glover, Gary Busey, Mitchell Ryan",56.0,101.0,41.0,198.0
Twins,1988-12-09,15000000.0,PG,107,"Comedy, Crime",Ivan Reitman,"Arnold Schwarzenegger, Danny DeVito, Kelly Preston, Chloe Webb",12.0,43.0,35.0,90.0
28 Weeks Later,2007-05-11,15000000.0,R,100,"Horror, Sci-Fi",Juan Carlos Fresnadillo,"Robert Carlyle, Rose Byrne, Jeremy Renner, Harold Perrineau",63.0,266.0,10.0,339.0
Drive,2011-09-16,15000000.0,R,100,"Crime, Drama",Nicolas Winding Refn,"Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks",143.0,904.0,69.0,1116.0
The Craft,1996-05-03,15000000.0,R,101,"Drama, Fantasy, Horror",Andrew Fleming,"Robin Tunney, Fairuza Balk, Neve Campbell, Rachel True",16.0,55.0,18.0,89.0
Idle Hands,1999-04-30,15000000.0,R,92,"Comedy, Fantasy, Horror",Rodman Flender,"Devon Sawa, Seth Green, Elden Henson, Jessica Alba",14.0,47.0,12.0,73.0
Mama,2013-01-18,15000000.0,PG-13,100,"Fantasy, Horror",Andrés Muschietti,"Jessica Chastain, Nikolaj Coster-Waldau, Megan Charpentier, Isabelle Nélisse",103.0,411.0,26.0,540.0
Home Alone,1990-11-16,15000000.0,PG,103,"Comedy, Family",Chris Columbus,"Macaulay Culkin, Joe Pesci, Daniel Stern, John Heard",59.0,164.0,67.0,290.0
Cop Land,1997-08-15,15000000.0,R,104,"Crime, Drama, Thriller",James Mangold,"Sylvester Stallone, Harvey Keitel, Ray Liotta, Robert De Niro",25.0,61.0,19.0,105.0
All About Steve,2009-09-04,15000000.0,PG-13,99,"Comedy, Romance",Phil Traill,"Sandra Bullock, Thomas Haden Church, Bradley Cooper, Ken Jeong",31.0,61.0,11.0,103.0
End of Watch,2012-09-21,15000000.0,R,109,"Crime, Drama, Thriller",David Ayer,"Jake Gyllenhaal, Michael Peña, Natalie Martinez, Anna Kendrick",94.0,192.0,25.0,311.0
Brazil,1985-12-18,15000000.0,R,132,"Drama, Sci-Fi",Terry Gilliam,"Jonathan Pryce, Robert De Niro, Katherine Helmond, Ian Holm",42.0,116.0,30.0,188.0
Nowhere to Run,1993-01-15,15000000.0,R,94,"Action, Crime, Drama",Robert Harmon,"Jean-Claude Van Damme, Rosanna Arquette, Kieran Culkin, Ted Levine",10.0,32.0,23.0,65.0
Confidence,2003-04-25,15000000.0,R,97,"Crime, Thriller",James Foley,"Edward Burns, Rachel Weisz, Morris Chestnut, Leland Orser",13.0,35.0,13.0,61.0
The Marine,2006-10-13,15000000.0,PG-13,92,"Action, Drama, Thriller",John Bonito,"John Cena, Robert Patrick, Kelly Carlson, Anthony Ray Parker",27.0,73.0,21.0,121.0
Beverly Hills Cop,1984-12-05,15000000.0,R,105,"Action, Comedy, Crime",Martin Brest,"Eddie Murphy, Judge Reinhold, John Ashton, Lisa Eilbacher",34.0,83.0,26.0,143.0
The Big Lebowski,1998-03-06,15000000.0,R,117,"Comedy, Crime","Joel Coen, Ethan Coen","Jeff Bridges, John Goodman, Julianne Moore, Steve Buscemi",64.0,150.0,41.0,255.0
The Wedding Date,2005-02-04,15000000.0,PG-13,90,"Comedy, Romance",Clare Kilner,"Debra Messing, Dermot Mulroney, Amy Adams, Jack Davenport",5.0,19.0,10.0,34.0
The Woman in Black,2012-02-03,15000000.0,PG-13,95,"Drama, Fantasy, Horror",James Watkins,"Emma Shorey, Molly Harmon, Ellisa Walker-Reid, Sophie Stuckey",105.0,234.0,38.0,377.0
Ramona and Beezus,2010-07-23,15000000.0,G,103,"Adventure, Comedy, Family",Elizabeth Allen Rosenbaum,"Joey King, Selena Gomez, John Corbett, Bridget Moynahan",22.0,53.0,16.0,91.0
Halloween,2007-08-31,15000000.0,R,109,Horror,Rob Zombie,"Malcolm McDowell, Brad Dourif, Tyler Mane, Daeg Faerch",37.0,308.0,24.0,369.0
The Dark Half,1993-04-23,15000000.0,R,122,"Horror, Mystery",George A. Romero,"Timothy Hutton, Amy Madigan, Michael Rooker, Julie Harris",11.0,35.0,17.0,63.0
The Faculty,1998-12-25,15000000.0,R,104,"Horror, Mystery, Sci-Fi",Robert Rodriguez,"Jordana Brewster, Clea DuVall, Laura Harris, Josh Hartnett",15.0,62.0,31.0,108.0
Not Another Teen Movie,2001-12-14,15000000.0,R,89,Comedy,Joel Gallen,"Chyler Leigh, Chris Evans, Jaime Pressly, Eric Christian Olsen",14.0,34.0,17.0,65.0
Hawaii,1966-10-10,15000000.0,APPROVED,189,Drama,George Roy Hill,"Julie Andrews, Max von Sydow, Richard Harris, Gene Hackman",3.0,16.0,14.0,33.0
Scream,1996-12-20,15000000.0,R,111,"Horror, Mystery",Wes Craven,"Drew Barrymore, Roger Jackson, Kevin Patrick Walls, David Booth",34.0,113.0,38.0,185.0
The Great Debaters,2007-12-25,15000000.0,PG-13,126,"Biography, Drama",Denzel Washington,"Denzel Washington, Nate Parker, Jurnee Smollett-Bell, Denzel Whitaker",17.0,83.0,16.0,116.0
The Man with the Iron Fists,2012-11-02,15000000.0,R,95,Action,RZA,"RZA, Rick Yune, Russell Crowe, Lucy Liu",96.0,226.0,18.0,340.0
Firestarter,1984-05-11,15000000.0,R,114,"Action, Horror, Sci-Fi",Mark L. Lester,"David Keith, Drew Barrymore, Freddie Jones, Heather Locklear",11.0,45.0,12.0,68.0
Snitch,2013-02-22,15000000.0,PG-13,112,"Action, Drama, Thriller",Ric Roman Waugh,"Dwayne Johnson, Barry Pepper, Jon Bernthal, Susan Sarandon",116.0,311.0,30.0,457.0
When the Game Stands Tall,2014-08-22,15000000.0,PG,115,"Drama, Family, Sport",Thomas Carter,"Jim Caviezel, Michael Chiklis, Alexander Ludwig, Clancy Brown",29.0,63.0,10.0,102.0
Grosse Pointe Blank,1997-04-11,15000000.0,R,107,"Action, Comedy, Crime",George Armitage,"John Cusack, Minnie Driver, Alan Arkin, Dan Aykroyd",19.0,48.0,13.0,80.0
The Hills Have Eyes II,2007-03-23,15000000.0,R,89,Horror,Martin Weisz,"Cécile Breccia, Michael Bailey Smith, Archie Kao, Jay Acovone",27.0,47.0,21.0,95.0
Top Gun,1986-05-16,15000000.0,PG,110,"Action, Drama, Romance",Tony Scott,"Tom Cruise, Kelly McGillis, Val Kilmer, Anthony Edwards",53.0,236.0,38.0,327.0
Killing Them Softly,2012-11-30,15000000.0,R,97,"Crime, Thriller",Andrew Dominik,"Brad Pitt, Scoot McNairy, Ben Mendelsohn, James Gandolfini",85.0,245.0,24.0,354.0
Tootsie,1982-12-17,15000000.0,PG,116,"Comedy, Drama, Romance",Sydney Pollack,"Dustin Hoffman, Jessica Lange, Teri Garr, Dabney Coleman",23.0,51.0,25.0,99.0
Keanu,2016-04-29,15000000.0,R,100,"Action, Comedy",Peter Atencio,"Jordan Peele, Keegan-Michael Key, Tiffany Haddish, Method Man",9.0,77.0,58.0,144.0
The Lizzie McGuire Movie,2003-05-02,15000000.0,PG,94,"Adventure, Comedy, Family",Jim Fall,"Hilary Duff, Adam Lamberg, Hallie Todd, Robert Carradine",5.0,15.0,11.0,31.0
Groundhog Day,1993-02-12,14600000.0,PG,101,"Comedy, Fantasy, Romance",Harold Ramis,"Bill Murray, Andie MacDowell, Chris Elliott, Stephen Tobolowsky",45.0,95.0,48.0,188.0
Magic Mike XXL,2015-07-01,14500000.0,R,115,"Comedy, Drama, Music",Gregory Jacobs,"Channing Tatum, Juan Piedrahita, Sharon Blackwood, Alison Faulk",34.0,153.0,75.0,262.0
Unforgiven,1992-08-07,14400000.0,R,131,"Drama, Western",Clint Eastwood,"Clint Eastwood, Gene Hackman, Morgan Freeman, Richard Harris",43.0,98.0,29.0,170.0
Gossip,2000-04-21,14000000.0,R,90,"Drama, Mystery, Thriller",Davis Guggenheim,"James Marsden, Lena Headey, Norman Reedus, Kate Hudson",5.0,11.0,11.0,27.0
White Fang,1991-01-18,14000000.0,PG,107,"Adventure, Drama",Randal Kleiser,"Klaus Maria Brandauer, Ethan Hawke, Seymour Cassel, Susan Hogan",12.0,30.0,11.0,53.0
The Possession,2012-08-31,14000000.0,PG-13,92,"Horror, Thriller",Ole Bornedal,"Jeffrey Dean Morgan, Kyra Sedgwick, Natasha Calis, Madison Davenport",86.0,196.0,15.0,297.0
Pretty Woman,1990-03-23,14000000.0,R,119,"Comedy, Romance",Garry Marshall,"Richard Gere, Julia Roberts, Ralph Bellamy, Jason Alexander",27.0,83.0,30.0,140.0
Our Family Wedding,2010-03-12,14000000.0,PG-13,103,"Comedy, Romance",Rick Famuyiwa,"Forest Whitaker, America Ferrera, Carlos Mencia, Regina King",25.0,66.0,12.0,103.0
A Perfect Getaway,2009-08-07,14000000.0,R,98,"Adventure, Mystery, Thriller",David Twohy,"Steve Zahn, Timothy Olyphant, Milla Jovovich, Kiele Sanchez",46.0,98.0,23.0,167.0
Hot Tub Time Machine 2,2015-02-20,14000000.0,R,93,"Comedy, Sci-Fi",Steve Pink,"Rob Corddry, Craig Robinson, Clark Duke, Adam Scott",20.0,124.0,41.0,185.0
Urban Legend,1998-09-25,14000000.0,R,99,"Horror, Mystery, Thriller",Jamie Blanks,"Jared Leto, Alicia Witt, Rebecca Gayheart, Michael Rosenbaum",12.0,40.0,12.0,64.0
My Boss's Daughter,2003-08-22,14000000.0,PG-13,86,"Comedy, Romance",David Zucker,"Mark Aisbett, Ashton Kutcher, Jon Abrahams, Tara Reid",13.0,20.0,12.0,45.0
Cool Runnings,1993-10-01,14000000.0,PG,98,"Adventure, Comedy, Family",Jon Turteltaub,"Leon, Doug E. Doug, Rawle D. Lewis, Malik Yoba",19.0,65.0,10.0,94.0
Fatal Attraction,1987-09-18,14000000.0,R,119,"Drama, Thriller",Adrian Lyne,"Michael Douglas, Glenn Close, Anne Archer, Ellen Latzen",14.0,45.0,18.0,77.0
The Lucky Ones,2008-09-26,14000000.0,R,115,"Comedy, Drama, War",Neil Burger,"Rachel McAdams, Tim Robbins, Michael Peña, Molly Hagan",8.0,68.0,10.0,86.0
My Bloody Valentine,2009-01-16,14000000.0,R,101,"Horror, Thriller",Patrick Lussier,"Jensen Ackles, Jaime King, Kerr Smith, Betsy Rue",50.0,150.0,29.0,229.0
Stomp the Yard,2007-01-12,14000000.0,PG-13,109,"Drama, Music, Romance",Sylvain White,"Columbus Short, Meagan Good, Ne-Yo, Darrin Dewitt Henson",19.0,89.0,13.0,121.0
All About the Benjamins,2002-03-08,14000000.0,R,95,"Action, Comedy, Crime",Kevin Bray,"Ice Cube, Mike Epps, Tommy Flanagan, Carmen Chaplin",7.0,18.0,12.0,37.0
Teenage Mutant Ninja Turtles,1990-03-30,13500000.0,PG,93,"Action, Adventure, Comedy",Steve Barron,"Judith Hoag, Elias Koteas, Josh Pais, David Forman",20.0,65.0,10.0,95.0
Seven Psychopaths,2012-10-12,13500000.0,R,110,"Comedy, Crime",Martin McDonagh,"Michael Pitt, Michael Stuhlbarg, Sam Rockwell, Colin Farrell",93.0,225.0,21.0,339.0
The Ten Commandments,1956-10-05,13500000.0,APPROVED,220,"Adventure, Biography, Drama",Cecil B. DeMille,"Charlton Heston, Yul Brynner, Anne Baxter, Edward G. Robinson",37.0,82.0,16.0,135.0
Brothers,2015-08-14,13000000.0,,156,"Action, Drama, Sport",Karan Malhotra,"Akshay Kumar, Jackie Shroff, Sidharth Malhotra, Jacqueline Fernandez",19.0,283.0,88.0,390.0
The Big Hit,1998-04-24,13000000.0,R,91,"Action, Comedy, Crime",Kirk Wong,"Mark Wahlberg, Lou Diamond Phillips, Christina Applegate, Avery Brooks",15.0,38.0,19.0,72.0
54,1998-08-28,13000000.0,R,93,"Drama, Music",Mark Christopher,"Ryan Phillippe, Salma Hayek, Neve Campbell, Mike Myers",8.0,45.0,22.0,75.0
Dirty Work,1998-06-12,13000000.0,PG-13,82,Comedy,Bob Saget,"Norm MacDonald, Artie Lange, Jack Warden, Traylor Howard",9.0,35.0,10.0,54.0
Admission,2013-03-22,13000000.0,PG-13,107,"Comedy, Drama, Romance",Paul Weitz,"Tina Fey, Ann Harada, Ben Levin, Dan Levy",37.0,108.0,14.0,159.0
Young Guns,1988-08-12,13000000.0,R,107,"Action, Crime, Drama",Christopher Cain,"Emilio Estevez, Kiefer Sutherland, Lou Diamond Phillips, Charlie Sheen",23.0,58.0,14.0,95.0
Loaded Weapon 1,1993-02-05,13000000.0,PG-13,84,"Action, Comedy, Crime",Gene Quintano,"Emilio Estevez, Samuel L. Jackson, Jon Lovitz, Tim Curry",5.0,18.0,11.0,34.0
The Butterfly Effect,2004-01-23,13000000.0,R,113,"Sci-Fi, Thriller","Eric Bress, J. Mackye Gruber","Ashton Kutcher, Melora Walters, Amy Smart, Elden Henson",43.0,109.0,30.0,182.0
The Shallows,2016-06-24,13000000.0,PG-13,86,"Drama, Horror, Thriller",Jaume Collet-Serra,"Blake Lively, Óscar Jaenada, Angelo Jose, Lozano Corzo",6.0,18.0,19.0,43.0
RoboCop,1987-07-17,13000000.0,R,102,"Action, Crime, Sci-Fi",Paul Verhoeven,"Peter Weller, Nancy Allen, Dan O'Herlihy, Ronny Cox",51.0,165.0,34.0,250.0
Save the Last Dance,2001-01-12,13000000.0,PG-13,112,"Drama, Music, Romance",Thomas Carter,"Julia Stiles, Sean Patrick Thomas, Kerry Washington, Fredro Starr",10.0,21.0,16.0,47.0
Miracles from Heaven,2016-03-16,13000000.0,PG,109,Drama,Patricia Riggen,"Jennifer Garner, Kylie Rogers, Martin Henderson, Brighton Sharbino",23.0,98.0,101.0,222.0
The New Guy,2002-05-10,13000000.0,PG-13,88,Comedy,Ed Decter,"DJ Qualls, Eliza Dushku, Zooey Deschanel, Jerod Mixon",14.0,23.0,16.0,53.0
The Mist,2007-11-21,13000000.0,R,126,Horror,Frank Darabont,"Thomas Jane, Marcia Gay Harden, Laurie Holden, Andre Braugher",52.0,247.0,39.0,338.0
